votes_photo1,votes_photo2,rang_photo1,rang_photo2,ratio_photo1,ratio_photo2,votes_ratio,rang_diff,ratio_diff,votes_diff,target,nom_profil,nom_challenge
1266,1064,100,290,1.51,1.33,1.1898496240601504,-190,0.17999999999999994,202,1,bruno,Fanciful Sunflowers
1278,389,91,921,1.5,1.51,3.2853470437017993,-830,-0.010000000000000009,889,1,bruno,Fanciful Sunflowers
389,1300,921,72,1.51,1.5,0.29923076923076924,849,0.010000000000000009,-911,0,bruno,Fanciful Sunflowers
715,1225,700,260,1.0,1.4,0.5836734693877551,440,-0.3999999999999999,-510,0,bruno,Faces In Things
1061,1328,391,192,1.5,0.75,0.7989457831325302,199,0.75,-267,0,bruno,Faces In Things
1320,1333,197,188,1.43,1.5,0.9902475618904726,9,-0.07000000000000006,-13,1,bruno,Faces In Things
999,1287,447,219,1.5,1.33,0.7762237762237763,228,0.16999999999999993,-288,0,bruno,Faces In Things
1268,1171,232,305,1.33,1.78,1.0828351836037575,-73,-0.44999999999999996,97,1,bruno,Faces In Things
972,1493,471,93,1.5,1.5,0.6510381781647689,378,0.0,-521,1,bruno,Faces In Things
954,1157,483,318,1.5,1.5,0.8245462402765773,165,0.0,-203,1,bruno,Faces In Things
1126,752,345,664,1.49,1.33,1.497340425531915,-319,0.15999999999999992,374,1,bruno,Faces In Things
941,1211,493,273,1.45,1.52,0.7770437654830719,220,-0.07000000000000006,-270,0,bruno,Faces In Things
107,641,939,454,0.67,1.5,0.1669266770670827,485,-0.83,-534,0,bruno,Photos From A Studio
778,555,365,535,1.5,1.5,1.4018018018018017,-170,0.0,223,1,bruno,Photos From A Studio
177,689,907,420,1.78,1.5,0.25689404934687954,487,0.28,-512,1,bruno,Photos From A Studio
729,610,394,484,1.71,1.5,1.1950819672131148,-90,0.20999999999999996,119,1,bruno,Photos From A Studio
444,1345,644,6,1.5,1.3,0.33011152416356876,638,0.19999999999999996,-901,0,bruno,Photos From A Studio
682,717,424,402,1.5,1.59,0.9511854951185496,22,-0.09000000000000008,-35,1,bruno,Photos From A Studio
1059,590,131,503,0.97,0.67,1.7949152542372881,-372,0.29999999999999993,469,0,bruno,Photos From A Studio
315,427,772,660,1.33,1.5,0.7377049180327869,112,-0.16999999999999993,-112,0,bruno,Photos From A Studio
954,495,219,594,1.33,0.8,1.9272727272727272,-375,0.53,459,0,bruno,Photos From A Studio
385,774,826,461,0.75,1.25,0.4974160206718346,365,-0.5,-389,0,bruno,Melodic instruments
701,507,522,704,1.41,1.5,1.3826429980276134,-182,-0.09000000000000008,194,1,bruno,Melodic instruments
1027,1423,225,2,1.5,0.97,0.7217146872803936,223,0.53,-396,0,bruno,Melodic instruments
438,441,773,770,1.5,0.75,0.9931972789115646,3,0.75,-3,0,bruno,Melodic instruments
1198,438,61,773,1.53,1.19,2.7351598173515983,-712,0.3400000000000001,760,1,bruno,Melodic instruments
537,581,674,630,1.42,1.5,0.9242685025817556,44,-0.08000000000000007,-44,0,bruno,Melodic instruments
422,1416,789,3,1.51,0.8,0.2980225988700565,786,0.71,-994,1,bruno,Melodic instruments
1181,322,78,889,1.12,0.8,3.6677018633540373,-811,0.32000000000000006,859,1,bruno,Melodic instruments
0,435,999,323,0.0,1.5,0.0,676,-1.5,-435,0,bruno,Stairs
278,219,457,517,1.5,1.33,1.269406392694064,-60,0.16999999999999993,59,1,bruno,Stairs
404,269,338,466,1.39,1.33,1.5018587360594795,-128,0.05999999999999983,135,1,bruno,Stairs
262,263,473,472,1.5,0.82,0.9961977186311787,1,0.68,-1,0,bruno,Stairs
383,371,353,365,1.5,1.46,1.0323450134770888,-12,0.040000000000000036,12,1,bruno,Stairs
383,378,353,358,0.75,1.33,1.0132275132275133,-5,-0.5800000000000001,5,0,bruno,Stairs
439,369,321,367,1.5,1.33,1.1897018970189701,-46,0.16999999999999993,70,0,bruno,Stairs
243,247,493,488,1.5,1.5,0.9838056680161943,5,0.0,-4,0,bruno,Stairs
248,166,487,570,1.5,1.33,1.4939759036144578,-83,0.16999999999999993,82,1,bruno,Stairs
0,887,999,468,0.0,1.5,0.0,531,-1.5,-887,0,bruno,Photographer of the Week
879,714,475,631,1.5,1.51,1.23109243697479,-156,-0.010000000000000009,165,0,bruno,Photographer of the Week
536,521,809,824,1.33,1.33,1.0287907869481765,-15,0.0,15,1,bruno,Photographer of the Week
1056,519,312,826,1.78,1.5,2.0346820809248554,-514,0.28,537,1,bruno,Photographer of the Week
821,1044,529,324,1.33,1.5,0.7863984674329502,205,-0.16999999999999993,-223,0,bruno,Photographer of the Week
808,512,542,833,1.5,0.67,1.578125,-291,0.83,296,0,bruno,Photographer of the Week
1232,685,144,660,1.78,1.25,1.7985401459854014,-516,0.53,547,0,bruno,Photographer of the Week
476,505,869,840,1.33,1.5,0.9425742574257425,29,-0.16999999999999993,-29,0,bruno,Photographer of the Week
504,554,841,791,1.3,0.75,0.9097472924187726,50,0.55,-50,1,bruno,Photographer of the Week
1254,554,123,791,1.62,0.75,2.2635379061371843,-668,0.8700000000000001,700,1,bruno,Photographer of the Week
271,692,992,578,1.0,1.5,0.3916184971098266,414,-0.5,-421,0,bruno,Guru of The Week
809,863,462,409,1.51,1.25,0.9374275782155272,53,0.26,-54,0,bruno,Guru of The Week
469,960,801,327,1.5,1.78,0.48854166666666665,474,-0.28,-491,1,bruno,Guru of The Week
622,816,648,455,1.33,1.39,0.7622549019607843,193,-0.05999999999999983,-194,0,bruno,Guru of The Week
760,807,510,464,1.5,1.23,0.9417596034696406,46,0.27,-47,0,bruno,Guru of The Week
752,1218,518,144,1.33,1.78,0.6174055829228243,374,-0.44999999999999996,-466,1,bruno,Guru of The Week
957,884,330,391,1.5,1.5,1.082579185520362,-61,0.0,73,1,bruno,Guru of The Week
1194,716,162,554,1.48,1.33,1.6675977653631284,-392,0.1499999999999999,478,1,bruno,Guru of The Week
702,519,568,751,1.33,1.5,1.3526011560693643,-183,-0.16999999999999993,183,0,bruno,Guru of The Week
799,187,178,679,1.5,1.35,4.2727272727272725,-501,0.1499999999999999,612,1,bruno,Photo of the Week!
828,873,168,146,1.6,1.33,0.9484536082474226,22,0.27,-45,0,bruno,Photo of the Week!
810,543,176,361,0.75,1.51,1.4917127071823204,-185,-0.76,267,1,bruno,Photo of the Week!
518,836,383,166,1.78,1.5,0.6196172248803827,217,0.28,-318,0,bruno,Photo of the Week!
678,734,245,212,1.5,1.39,0.9237057220708447,33,0.1100000000000001,-56,1,bruno,Photo of the Week!
574,720,330,220,1.5,1.5,0.7972222222222223,110,0.0,-146,1,bruno,Photo of the Week!
671,763,251,194,1.5,1.5,0.8794233289646134,57,0.0,-92,0,bruno,Photo of the Week!
709,943,230,115,1.5,1.33,0.7518557794273595,115,0.16999999999999993,-234,1,bruno,Photo of the Week!
0,257,999,168,0.0,0.82,0.0,831,-0.82,-257,0,bruno,Creatively Abstract
252,242,173,183,1.5,1.5,1.0413223140495869,-10,0.0,10,1,bruno,Creatively Abstract
221,259,204,166,1.33,1.5,0.8532818532818532,38,-0.16999999999999993,-38,0,bruno,Creatively Abstract
150,211,274,214,1.68,0.75,0.7109004739336493,60,0.9299999999999999,-61,0,bruno,Creatively Abstract
216,197,209,228,1.46,1.5,1.0964467005076142,-19,-0.040000000000000036,19,1,bruno,Creatively Abstract
192,220,233,205,1.33,1.33,0.8727272727272727,28,0.0,-28,0,bruno,Creatively Abstract
228,123,197,301,1.5,0.67,1.853658536585366,-104,0.83,105,0,bruno,Creatively Abstract
88,187,336,238,1.27,1.35,0.47058823529411764,98,-0.08000000000000007,-99,0,bruno,Creatively Abstract
133,176,291,249,1.5,1.5,0.7556818181818182,42,0.0,-43,1,bruno,Creatively Abstract
185,176,240,249,1.5,1.5,1.0511363636363635,-9,0.0,9,1,bruno,Creatively Abstract
434,0,567,999,1.33,0.0,434.0,-432,1.33,434,1,bruno,Powerful Composition
351,323,634,661,1.11,1.33,1.0866873065015479,-27,-0.21999999999999997,28,1,bruno,Powerful Composition
291,1328,693,1,1.0,1.5,0.2191265060240964,692,-0.5,-1037,1,bruno,Powerful Composition
354,400,631,589,1.16,1.49,0.885,42,-0.33000000000000007,-46,1,bruno,Powerful Composition
865,342,247,643,1.78,1.5,2.5292397660818713,-396,0.28,523,1,bruno,Powerful Composition
1142,257,31,727,2.38,1.33,4.443579766536965,-696,1.0499999999999998,885,0,bruno,Powerful Composition
1180,992,22,128,1.5,1.5,1.189516129032258,-106,0.0,188,1,bruno,Powerful Composition
1298,0,74,999,1.5,0.0,1298.0,-925,1.5,1298,1,bruno,Peaceful & Still
515,1026,712,310,1.23,1.5,0.5019493177387915,402,-0.27,-511,0,bruno,Peaceful & Still
1203,1190,146,156,1.5,1.5,1.0109243697478991,-10,0.0,13,1,bruno,Peaceful & Still
552,1232,684,124,0.75,1.33,0.44805194805194803,560,-0.5800000000000001,-680,1,bruno,Peaceful & Still
1018,423,318,802,1.5,1.51,2.4066193853427897,-484,-0.010000000000000009,595,0,bruno,Peaceful & Still
1043,1127,295,213,1.5,1.33,0.9254658385093167,82,0.16999999999999993,-84,1,bruno,Peaceful & Still
291,923,934,412,1.33,1.5,0.3152762730227519,522,-0.16999999999999993,-632,0,bruno,Peaceful & Still
939,0,396,999,1.5,0.0,939.0,-603,1.5,939,1,bruno,Peaceful & Still
446,93,336,673,0.98,0.75,4.795698924731183,-337,0.22999999999999998,353,1,bruno,Blue & Orange
333,321,434,446,1.33,1.53,1.0373831775700935,-12,-0.19999999999999996,12,1,bruno,Blue & Orange
486,310,313,457,1.5,1.5,1.5677419354838709,-144,0.0,176,1,bruno,Blue & Orange
311,468,456,321,1.0,1.33,0.6645299145299145,135,-0.33000000000000007,-157,1,bruno,Blue & Orange
1146,305,6,462,1.5,1.56,3.7573770491803278,-456,-0.06000000000000005,841,1,bruno,Blue & Orange
122,400,645,368,1.33,1.5,0.305,277,-0.16999999999999993,-278,0,bruno,Blue & Orange
426,492,346,309,1.5,1.5,0.8658536585365854,37,0.0,-66,0,bruno,Blue & Orange
206,454,563,331,1.5,1.5,0.45374449339207046,232,0.0,-248,0,bruno,Blue & Orange
341,64,352,629,1.4,1.98,5.328125,-277,-0.5800000000000001,277,1,bruno,Being A Child
102,194,591,499,0.67,1.78,0.5257731958762887,92,-1.1099999999999999,-92,0,bruno,Being A Child
273,163,420,530,1.34,1.78,1.6748466257668713,-110,-0.43999999999999995,110,1,bruno,Being A Child
409,353,296,341,1.5,1.33,1.158640226628895,-45,0.16999999999999993,56,0,bruno,Being A Child
255,309,438,384,1.33,1.5,0.8252427184466019,54,-0.16999999999999993,-54,1,bruno,Being A Child
251,256,442,437,1.5,1.5,0.98046875,5,0.0,-5,0,bruno,Being A Child
185,245,508,448,0.75,1.25,0.7551020408163265,60,-0.5,-60,1,bruno,Being A Child
0,257,999,477,0.0,1.5,0.0,522,-1.5,-257,0,bruno,Negative Space
331,287,403,447,1.12,1.5,1.1533101045296168,-44,-0.3799999999999999,44,0,bruno,Negative Space
272,415,462,354,1.5,1.5,0.655421686746988,108,0.0,-143,0,bruno,Negative Space
247,220,487,514,1.5,1.5,1.1227272727272728,-27,0.0,27,0,bruno,Negative Space
143,337,591,397,1.01,1.5,0.42433234421364985,194,-0.49,-194,0,bruno,Negative Space
292,243,442,491,1.39,1.49,1.2016460905349795,-49,-0.10000000000000009,49,0,bruno,Negative Space
245,243,489,491,1.5,1.33,1.008230452674897,-2,0.16999999999999993,2,1,bruno,Negative Space
192,49,259,398,1.33,1.51,3.9183673469387754,-139,-0.17999999999999994,143,1,bruno,Dramatic Storms
242,238,209,213,1.51,1.47,1.0168067226890756,-4,0.040000000000000036,4,1,bruno,Dramatic Storms
225,237,226,214,1.33,1.33,0.9493670886075949,12,0.0,-12,0,bruno,Dramatic Storms
221,369,230,123,1.5,1.5,0.5989159891598916,107,0.0,-148,1,bruno,Dramatic Storms
223,218,228,233,1.41,1.5,1.0229357798165137,-5,-0.09000000000000008,5,1,bruno,Dramatic Storms
341,319,132,142,1.33,1.5,1.0689655172413792,-10,-0.16999999999999993,22,1,bruno,Dramatic Storms
128,286,323,169,1.5,1.33,0.44755244755244755,154,0.16999999999999993,-158,0,bruno,Dramatic Storms
40,148,294,257,0.56,1.33,0.2702702702702703,37,-0.77,-108,0,bruno,Fascinating Museums
298,409,139,50,1.33,1.54,0.7286063569682152,89,-0.20999999999999996,-111,0,bruno,Fascinating Museums
92,105,276,272,1.5,1.5,0.8761904761904762,4,0.0,-13,0,bruno,Fascinating Museums
375,312,74,127,1.32,1.33,1.2019230769230769,-53,-0.010000000000000009,63,0,bruno,Fascinating Museums
366,535,82,8,1.33,1.33,0.6841121495327103,74,0.0,-169,0,bruno,Fascinating Museums
369,367,79,81,1.5,0.75,1.005449591280654,-2,0.75,2,1,bruno,Fascinating Museums
358,366,90,82,1.33,1.5,0.9781420765027322,8,-0.16999999999999993,-8,0,bruno,Fascinating Museums
0,357,999,534,0.0,1.46,0.0,465,-1.46,-357,0,bruno,Leading with Lines
368,373,523,519,1.5,1.5,0.9865951742627346,4,0.0,-5,1,bruno,Leading with Lines
989,1029,76,49,1.33,1.33,0.9611273080660836,27,0.0,-40,0,bruno,Leading with Lines
932,938,115,110,1.5,1.33,0.9936034115138592,5,0.16999999999999993,-6,1,bruno,Leading with Lines
863,942,176,108,1.33,1.5,0.916135881104034,68,-0.16999999999999993,-79,0,bruno,Leading with Lines
357,838,534,199,1.63,1.5,0.42601431980906923,335,0.1299999999999999,-481,1,bruno,Leading with Lines
1023,837,54,200,1.5,1.41,1.2222222222222223,-146,0.09000000000000008,186,0,bruno,Leading with Lines
821,0,215,999,1.33,0.0,821.0,-784,1.33,821,1,bruno,Leading with Lines
90,340,477,251,0.66,1.28,0.2647058823529412,226,-0.62,-250,0,bruno,12 Hours
334,340,257,251,1.33,1.5,0.9823529411764705,6,-0.16999999999999993,-6,0,bruno,12 Hours
529,1196,143,10,1.5,1.5,0.4423076923076923,133,0.0,-667,0,bruno,12 Hours
379,404,213,189,1.33,0.8,0.9381188118811881,24,0.53,-25,1,bruno,12 Hours
359,438,232,164,1.5,1.36,0.819634703196347,68,0.1399999999999999,-79,0,bruno,12 Hours
301,299,289,291,1.5,1.5,1.0066889632107023,-2,0.0,2,0,bruno,12 Hours
1111,1217,29,8,1.33,1.37,0.9129005751848809,21,-0.040000000000000036,-106,0,bruno,12 Hours
325,216,266,375,1.5,1.33,1.5046296296296295,-109,0.16999999999999993,109,1,bruno,12 Hours
387,0,627,999,1.0,0.0,387.0,-372,1.0,387,1,bruno,Repeated Subjects
1173,1196,77,66,1.33,1.5,0.9807692307692307,11,-0.16999999999999993,-23,1,bruno,Repeated Subjects
998,428,214,586,1.5,1.33,2.3317757009345796,-372,0.16999999999999993,570,0,bruno,Repeated Subjects
1115,414,118,598,1.33,1.5,2.6932367149758454,-480,-0.16999999999999993,701,0,bruno,Repeated Subjects
947,1205,257,60,1.33,1.42,0.7858921161825726,197,-0.08999999999999986,-258,0,bruno,Repeated Subjects
1197,1055,65,165,1.5,1.48,1.1345971563981043,-100,0.020000000000000018,142,1,bruno,Repeated Subjects
1263,298,29,716,1.47,1.5,4.238255033557047,-687,-0.030000000000000027,965,1,bruno,Repeated Subjects
1187,204,71,810,1.53,1.33,5.818627450980392,-739,0.19999999999999996,983,1,bruno,Repeated Subjects
1078,217,378,911,1.5,0.67,4.967741935483871,-533,0.83,861,1,caloune,Trace Your Tracks
1045,1030,408,419,1.33,1.0,1.0145631067961165,-11,0.33000000000000007,15,1,caloune,Trace Your Tracks
2060,987,2,452,0.85,1.5,2.087132725430598,-450,-0.65,1073,1,caloune,Trace Your Tracks
1028,982,421,455,1.5,1.45,1.0468431771894093,-34,0.050000000000000044,46,1,caloune,Trace Your Tracks
1246,976,247,461,2.06,1.37,1.276639344262295,-214,0.69,270,1,caloune,Trace Your Tracks
969,959,467,473,1.33,1.33,1.0104275286757038,-6,0.0,10,1,caloune,Trace Your Tracks
1132,1336,333,179,1.5,1.5,0.8473053892215568,154,0.0,-204,0,caloune,Trace Your Tracks
1361,1823,164,12,1.78,1.5,0.7465715852989577,152,0.28,-462,0,caloune,Trace Your Tracks
0,410,999,584,0.0,1.34,0.0,415,-1.34,-410,0,caloune,Movement
435,494,559,518,1.5,1.5,0.8805668016194332,41,0.0,-59,0,caloune,Movement
1097,260,71,737,1.5,1.46,4.219230769230769,-666,0.040000000000000036,837,1,caloune,Movement
362,1044,632,110,1.33,1.5,0.34674329501915707,522,-0.16999999999999993,-682,0,caloune,Movement
456,454,542,544,1.28,1.5,1.0044052863436124,-2,-0.21999999999999997,2,1,caloune,Movement
467,1292,533,4,1.5,1.5,0.36145510835913314,529,0.0,-825,0,caloune,Movement
871,1048,264,106,1.33,1.45,0.8311068702290076,158,-0.11999999999999988,-177,0,caloune,Movement
459,220,540,780,1.33,1.33,2.0863636363636364,-240,0.0,239,1,caloune,Movement
251,919,745,219,1.61,2.29,0.2731229597388466,526,-0.6799999999999999,-668,0,caloune,Movement
283,1034,1246,530,1.33,1.4,0.2736943907156673,716,-0.06999999999999984,-751,0,caloune,Bike Riders
757,1509,789,104,1.5,1.33,0.5016567263088137,685,0.16999999999999993,-752,0,caloune,Bike Riders
920,701,636,845,1.5,1.5,1.3124108416547788,-209,0.0,219,1,caloune,Bike Riders
1879,1584,6,61,1.5,1.5,1.1862373737373737,-55,0.0,295,1,caloune,Bike Riders
152,1204,1265,371,1.5,1.5,0.12624584717607973,894,0.0,-1052,0,caloune,Bike Riders
1751,678,18,867,1.51,1.4,2.5825958702064895,-849,0.1100000000000001,1073,1,caloune,Bike Riders
1377,1038,211,527,1.54,1.5,1.3265895953757225,-316,0.040000000000000036,339,1,caloune,Bike Riders
614,1282,925,300,1.49,1.5,0.4789391575663027,625,-0.010000000000000009,-668,0,caloune,Bike Riders
777,1116,771,452,1.45,0.75,0.696236559139785,319,0.7,-339,0,caloune,Bike Riders
463,0,620,999,1.33,0.0,463.0,-379,1.33,463,1,caloune,Perfect Shot
455,305,624,770,1.33,1.5,1.4918032786885247,-146,-0.16999999999999993,150,1,caloune,Perfect Shot
912,337,287,738,1.33,1.4,2.706231454005935,-451,-0.06999999999999984,575,0,caloune,Perfect Shot
917,299,282,775,1.41,1.49,3.0668896321070234,-493,-0.08000000000000007,618,0,caloune,Perfect Shot
1318,1259,13,24,1.2,1.53,1.0468625893566323,-11,-0.33000000000000007,59,0,caloune,Perfect Shot
400,389,675,686,1.28,1.5,1.0282776349614395,-11,-0.21999999999999997,11,1,caloune,Perfect Shot
0,1303,999,109,0.0,1.5,0.0,890,-1.5,-1303,0,caloune,Walls and Fences
1200,1054,196,337,1.5,1.4,1.1385199240986716,-141,0.10000000000000009,146,0,caloune,Walls and Fences
1391,1155,52,241,1.39,1.5,1.2043290043290042,-189,-0.1100000000000001,236,0,caloune,Walls and Fences
459,358,815,916,1.33,1.33,1.282122905027933,-101,0.0,101,0,caloune,Walls and Fences
1341,689,80,659,1.5,1.33,1.946298984034833,-579,0.16999999999999993,652,0,caloune,Walls and Fences
1060,340,331,934,1.33,1.5,3.1176470588235294,-603,-0.16999999999999993,720,1,caloune,Walls and Fences
1175,1136,221,260,1.5,1.33,1.034330985915493,-39,0.16999999999999993,39,0,caloune,Walls and Fences
290,2281,1451,13,0.85,1.5,0.12713722051731696,1438,-0.65,-1991,0,caloune,Home Sweet Home
2331,2145,5,23,1.5,1.5,1.0867132867132867,-18,0.0,186,1,caloune,Home Sweet Home
1472,1269,374,556,1.51,1.54,1.1599684791174152,-182,-0.030000000000000027,203,0,caloune,Home Sweet Home
1689,1664,181,202,1.5,1.33,1.0150240384615385,-21,0.16999999999999993,25,0,caloune,Home Sweet Home
1341,850,492,952,1.47,1.33,1.5776470588235294,-460,0.1399999999999999,491,1,caloune,Home Sweet Home
914,1439,890,404,1.5,1.5,0.6351633078526755,486,0.0,-525,1,caloune,Home Sweet Home
1682,922,185,882,1.38,1.33,1.824295010845987,-697,0.04999999999999982,760,0,caloune,Home Sweet Home
929,1935,875,61,1.5,1.5,0.48010335917312663,814,0.0,-1006,0,caloune,Home Sweet Home
1281,765,546,1034,1.5,1.4,1.6745098039215687,-488,0.10000000000000009,516,0,caloune,Home Sweet Home
1281,1083,546,727,1.5,1.5,1.182825484764543,-181,0.0,198,0,caloune,Home Sweet Home
0,1127,999,762,0.0,1.5,0.0,237,-1.5,-1127,0,caloune,Capturing Rooftops
1684,1244,233,651,1.5,1.5,1.3536977491961415,-418,0.0,440,1,caloune,Capturing Rooftops
1630,1203,282,691,1.28,1.4,1.3549459684123026,-409,-0.11999999999999988,427,0,caloune,Capturing Rooftops
1764,1742,167,186,1.5,1.51,1.0126291618828933,-19,-0.010000000000000009,22,1,caloune,Capturing Rooftops
1711,1343,211,558,1.39,1.57,1.2740134028294863,-347,-0.18000000000000016,368,0,caloune,Capturing Rooftops
1687,1050,230,840,1.33,1.52,1.6066666666666667,-610,-0.18999999999999995,637,0,caloune,Capturing Rooftops
0,586,999,663,0.0,1.33,0.0,336,-1.33,-586,0,caloune,Beyond Repair
439,481,800,758,1.33,1.5,0.9126819126819127,42,-0.16999999999999993,-42,1,caloune,Beyond Repair
386,407,853,832,1.16,1.51,0.9484029484029484,21,-0.3500000000000001,-21,0,caloune,Beyond Repair
507,418,732,821,1.78,1.33,1.2129186602870814,-89,0.44999999999999996,89,1,caloune,Beyond Repair
588,1374,662,57,0.79,1.5,0.4279475982532751,605,-0.71,-786,1,caloune,Beyond Repair
523,620,716,651,1.33,1.5,0.8435483870967742,65,-0.16999999999999993,-97,0,caloune,Beyond Repair
599,1405,656,38,1.5,1.5,0.42633451957295376,618,0.0,-806,0,caloune,Beyond Repair
1211,343,187,891,1.47,1.36,3.5306122448979593,-704,0.10999999999999988,868,1,caloune,Beyond Repair
0,1913,999,44,0.0,1.5,0.0,955,-1.5,-1913,0,caloune,Your Country
2067,2082,6,5,1.53,1.5,0.9927953890489913,1,0.030000000000000027,-15,0,caloune,Your Country
952,1962,856,29,1.55,1.33,0.48521916411824667,827,0.21999999999999997,-1010,0,caloune,Your Country
1673,1661,169,179,1.5,1.5,1.0072245635159542,-10,0.0,12,1,caloune,Your Country
1979,1296,24,517,1.33,1.5,1.5270061728395061,-493,-0.16999999999999993,683,0,caloune,Your Country
1806,1735,95,131,1.5,1.5,1.0409221902017292,-36,0.0,71,0,caloune,Your Country
1659,1123,180,687,1.78,1.5,1.477292965271594,-507,0.28,536,1,caloune,Your Country
1845,752,76,1055,1.33,1.5,2.453457446808511,-979,-0.16999999999999993,1093,1,caloune,Your Country
0,1536,999,282,0.0,1.5,0.0,717,-1.5,-1536,0,caloune,Your Country
0,927,999,262,0.0,1.5,0.0,737,-1.5,-927,0,caloune,Begins With L
1243,1351,24,8,1.53,1.58,0.920059215396003,16,-0.050000000000000044,-108,0,caloune,Begins With L
1155,1100,67,106,1.33,1.33,1.05,-39,0.0,55,0,caloune,Begins With L
395,475,666,599,1.4,1.5,0.8315789473684211,67,-0.10000000000000009,-80,0,caloune,Begins With L
961,224,231,836,1.39,1.5,4.290178571428571,-605,-0.1100000000000001,737,1,caloune,Begins With L
869,282,315,779,1.0,1.33,3.0815602836879434,-464,-0.33000000000000007,587,1,caloune,Begins With L
371,1086,690,118,1.33,1.5,0.3416206261510129,572,-0.16999999999999993,-715,1,caloune,Begins With L
852,246,330,814,1.5,1.45,3.4634146341463414,-484,0.050000000000000044,606,1,caloune,Begins With L
851,278,331,783,1.33,1.33,3.0611510791366907,-452,0.0,573,1,caloune,Begins With L
0,415,999,603,0.0,1.33,0.0,396,-1.33,-415,0,caloune,Stop the time
737,296,405,719,1.5,1.49,2.489864864864865,-314,0.010000000000000009,441,1,caloune,Stop the time
289,1170,726,61,1.33,1.39,0.24700854700854702,665,-0.05999999999999983,-881,0,caloune,Stop the time
914,1003,248,171,1.33,1.49,0.9112662013958126,77,-0.15999999999999992,-89,1,caloune,Stop the time
295,1153,720,69,1.5,1.5,0.25585429314830876,651,0.0,-858,0,caloune,Stop the time
948,358,218,658,1.37,1.5,2.64804469273743,-440,-0.1299999999999999,590,1,caloune,Stop the time
881,1315,277,16,1.3,0.67,0.6699619771863118,261,0.63,-434,0,caloune,Stop the time
179,1050,839,130,0.75,1.13,0.17047619047619048,709,-0.3799999999999999,-871,0,caloune,Stop the time
279,1838,1321,26,1.95,1.5,0.15179542981501631,1295,0.44999999999999996,-1559,0,caloune,Naturally Lit Portraits
1366,1173,314,484,1.5,1.5,1.1645353793691389,-170,0.0,193,1,caloune,Naturally Lit Portraits
1334,1987,344,8,1.33,1.5,0.6713638651233015,336,-0.16999999999999993,-653,0,caloune,Naturally Lit Portraits
1515,1024,180,621,1.5,1.4,1.4794921875,-441,0.10000000000000009,491,0,caloune,Naturally Lit Portraits
760,1498,871,194,1.78,1.02,0.507343124165554,677,0.76,-738,0,caloune,Naturally Lit Portraits
1745,1202,49,461,1.5,1.25,1.4517470881863561,-412,0.25,543,1,caloune,Naturally Lit Portraits
154,1533,1352,169,1.04,1.5,0.1004566210045662,1183,-0.45999999999999996,-1379,0,caloune,Naturally Lit Portraits
539,1023,1083,622,1.5,1.5,0.5268817204301075,461,0.0,-484,0,caloune,Naturally Lit Portraits
644,1567,968,539,1.78,1.33,0.41097638800255265,429,0.44999999999999996,-923,0,caloune,Colorful Tiles & Mosaics
1805,1451,365,606,1.21,1.5,1.2439696760854584,-241,-0.29000000000000004,354,1,caloune,Colorful Tiles & Mosaics
2470,2100,24,165,1.49,1.5,1.1761904761904762,-141,-0.010000000000000009,370,0,caloune,Colorful Tiles & Mosaics
1853,1426,327,622,1.33,1.5,1.2994389901823282,-295,-0.16999999999999993,427,1,caloune,Colorful Tiles & Mosaics
1674,2190,468,115,1.33,1.33,0.7643835616438356,353,0.0,-516,1,caloune,Colorful Tiles & Mosaics
2795,2576,1,8,1.5,1.5,1.0850155279503106,-7,0.0,219,1,caloune,Colorful Tiles & Mosaics
1881,1423,307,624,1.33,1.5,1.3218552354181308,-317,-0.16999999999999993,458,1,caloune,Colorful Tiles & Mosaics
2439,1706,30,440,1.5,0.98,1.4296600234466588,-410,0.52,733,1,caloune,Colorful Tiles & Mosaics
1865,1187,318,794,1.33,0.66,1.5711878685762426,-476,0.67,678,1,caloune,Colorful Tiles & Mosaics
1302,1481,533,361,1.5,1.5,0.8791357191087104,172,0.0,-179,0,caloune,Capturing Beige
1609,1178,240,654,1.37,1.53,1.365874363327674,-414,-0.15999999999999992,431,1,caloune,Capturing Beige
2079,1995,11,30,1.33,1.33,1.0421052631578946,-19,0.0,84,1,caloune,Capturing Beige
1064,1877,766,72,1.39,1.5,0.5668620138518913,694,-0.1100000000000001,-813,1,caloune,Capturing Beige
1134,1584,697,259,1.33,1.34,0.7159090909090909,438,-0.010000000000000009,-450,1,caloune,Capturing Beige
1969,1891,34,65,1.4,1.25,1.0412480169222633,-31,0.1499999999999999,78,1,caloune,Capturing Beige
934,1007,892,821,1.33,1.5,0.9275074478649454,71,-0.16999999999999993,-73,1,caloune,Capturing Beige
1388,1101,452,729,0.56,1.33,1.2606721162579473,-277,-0.77,287,0,caloune,Capturing Beige
1388,1712,452,160,0.56,1.78,0.8107476635514018,292,-1.22,-324,0,caloune,Capturing Beige
1592,4102,1981,207,0.45,1.5,0.38810336421257924,1774,-1.05,-2510,0,caloune,Photo of the Week!
5153,3314,3,871,1.5,1.33,1.5549185274592636,-868,0.16999999999999993,1839,1,caloune,Photo of the Week!
3946,3892,331,372,1.6,1.33,1.0138746145940392,-41,0.27,54,1,caloune,Photo of the Week!
3476,3752,730,496,1.5,1.5,0.9264392324093816,234,0.0,-276,1,caloune,Photo of the Week!
